kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_desa_kelurahan
35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,3524141,SARIREJO,3524141009,BERU,35.24.27,SARIREJO,35.24.27.2006,BERU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140001,SAWO,35.25.01,DUKUN,35.25.01.2001,SAWO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140002,KARANGCANGKRING,35.25.01,DUKUN,35.25.01.2002,KARANGCANGKRING
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140003,GEDONGKEDOAN,35.25.01,DUKUN,35.25.01.2003,GEDONGKEDO'AN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140004,BULANGAN,35.25.01,DUKUN,35.25.01.2004,BULANGAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140005,WONOKERTO,35.25.01,DUKUN,35.25.01.2005,WONOKERTO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140006,BANGERAN,35.25.01,DUKUN,35.25.01.2006,BANGERAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140007,TIREMENGGAL,35.25.01,DUKUN,35.25.01.2009,TIREM ENGGAL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140008,LOWAYU,35.25.01,DUKUN,35.25.01.2007,LOWAYU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140009,PETIYIN TUNGGAL,35.25.01,DUKUN,35.25.01.2008,PETIYIN TUNGGAL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140010,TEBUWUNG,35.25.01,DUKUN,35.25.01.2010,TEBUWUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140011,DUKUH KEMBAR,35.25.01,DUKUN,35.25.01.2011,DUKUH KEMBAR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140012,MADUMULYOREJO,35.25.01,DUKUN,35.25.01.2012,MADUMULYOREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140013,MENTARAS,35.25.01,DUKUN,35.25.01.2013,MENTARAS
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140014,MOJOPETUNG,35.25.01,DUKUN,35.25.01.2016,MOJOPETUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140015,BARON,35.25.01,DUKUN,35.25.01.2014,BARON
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140016,JREBENG,35.25.01,DUKUN,35.25.01.2015,JREBENG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140017,IMA AN,35.25.01,DUKUN,35.25.01.2018,"IMA""AN"
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140018,SEKARGADUNG,35.25.01,DUKUN,35.25.01.2017,SEKARGADUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140019,BABAKBAWO,35.25.01,DUKUN,35.25.01.2019,BABAKBAWO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140020,BABAKSARI,35.25.01,DUKUN,35.25.01.2020,BABAKSARI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140021,SAMBOGUNUNG,35.25.01,DUKUN,35.25.01.2021,SAMBOGUNUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140022,KALIREJO,35.25.01,DUKUN,35.25.01.2024,KALIREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140023,SEMBUNGAN KIDUL,35.25.01,DUKUN,35.25.01.2022,SEMBUNGAN KIDUL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140024,SEMBUNG ANYAR,35.25.01,DUKUN,35.25.01.2023,SEMBUNGANYAR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140025,DUKUNANYAR,35.25.01,DUKUN,35.25.01.2026,DUKUNANYAR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525140,DUKUN,3525140026,PADANG BANDUNG,35.25.01,DUKUN,35.25.01.2025,PADANG BANDUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070001,JOMBANGDELIK,35.25.02,BALONGPANGGANG,35.25.02.2001,JOMBANGDELIK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070002,BRANGKAL,35.25.02,BALONGPANGGANG,35.25.02.2002,BRANGKAL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070003,NGAMPEL,35.25.02,BALONGPANGGANG,35.25.02.2003,NGAMPEL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070004,TANAHLANDEAN,35.25.02,BALONGPANGGANG,35.25.02.2006,TANAHLANDEAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070005,DAPET,35.25.02,BALONGPANGGANG,35.25.02.2009,DAPET
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070006,WONOREJO,35.25.02,BALONGPANGGANG,35.25.02.2008,WONOREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070007,SEKARPUTIH,35.25.02,BALONGPANGGANG,35.25.02.2015,SEKARPUTIH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070008,WOTANSARI,35.25.02,BALONGPANGGANG,35.25.02.2020,WOTANSARI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070009,BANJARAGUNG,35.25.02,BALONGPANGGANG,35.25.02.2024,BANJARAGUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070010,KARANGSEMANDING,35.25.02,BALONGPANGGANG,35.25.02.2017,KARANGSEMANDING
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070011,WAHAS,35.25.02,BALONGPANGGANG,35.25.02.2013,WAHAS
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070012,BANDUNGSEKARAN,35.25.02,BALONGPANGGANG,35.25.02.2004,BANDUNGSEKARAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070013,MOJOGEDE,35.25.02,BALONGPANGGANG,35.25.02.2011,MOJOGEDE
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070014,KEDUNGPRING,35.25.02,BALONGPANGGANG,35.25.02.2014,KEDUNGPRING
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070015,PUCUNG,35.25.02,BALONGPANGGANG,35.25.02.2021,PUCUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070016,BALONGPANGGANG,35.25.02,BALONGPANGGANG,35.25.02.2019,BALONGPANGGANG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070017,KEDUNGSUMBER,35.25.02,BALONGPANGGANG,35.25.02.2007,KEDUNGSUMBER
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070018,BABATAN,35.25.02,BALONGPANGGANG,35.25.02.2005,BABATAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070019,PACUH,35.25.02,BALONGPANGGANG,35.25.02.2018,PACUH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070020,TENGGOR,35.25.02,BALONGPANGGANG,35.25.02.2012,TENGGOR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070021,DOHOAGUNG,35.25.02,BALONGPANGGANG,35.25.02.2010,DOHOAGUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070022,PINGGIR,35.25.02,BALONGPANGGANG,35.25.02.2016,PINGGIR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070023,KLOTOK,35.25.02,BALONGPANGGANG,35.25.02.2022,KLOTOK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070024,GANGGANG,35.25.02,BALONGPANGGANG,35.25.02.2025,GANGGANG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525070,BALONGPANGGANG,3525070025,NGASIN,35.25.02,BALONGPANGGANG,35.25.02.2023,NGASIN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150001,SUMURBER,35.25.03,PANCENG,35.25.03.2002,SUMURBER
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150002,SERAH,35.25.03,PANCENG,35.25.03.2006,SERAH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150003,SUKODONO,35.25.03,PANCENG,35.25.03.2010,SUKODONO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150004,PETUNG,35.25.03,PANCENG,35.25.03.2012,PETUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150005,WOTAN,35.25.03,PANCENG,35.25.03.2013,WOTAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150006,DOUDO,35.25.03,PANCENG,35.25.03.2014,DOUDO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150007,SUROWITI,35.25.03,PANCENG,35.25.03.2007,SUROWITI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150008,SIWALAN,35.25.03,PANCENG,35.25.03.2003,SIWALAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150009,KETANEN,35.25.03,PANCENG,35.25.03.2004,KETANEN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150010,PANTENAN,35.25.03,PANCENG,35.25.03.2001,PANTENAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150011,PRUPUH,35.25.03,PANCENG,35.25.03.2008,PRUPUH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150012,DALEGAN,35.25.03,PANCENG,35.25.03.2011,DALEGAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150013,CAMPUREJO,35.25.03,PANCENG,35.25.03.2009,CAMPUREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525150,PANCENG,3525150014,BANYUTENGAH,35.25.03,PANCENG,35.25.03.2005,BANYUTENGAH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060001,LUNDO,35.25.04,BENJENG,35.25.04.2004,LUNDO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060002,BALONGTUNJUNG,35.25.04,BENJENG,35.25.04.2007,BALUNGTUNJUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060003,BALONGMOJO,35.25.04,BENJENG,35.25.04.2009,BALONGMOJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060004,BULANGKULON,35.25.04,BENJENG,35.25.04.2010,BULANGKULON
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060005,SEDAPURKLAGEN,35.25.04,BENJENG,35.25.04.2002,SEDAPUR KLAGEN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060006,DELIKSUMBER,35.25.04,BENJENG,35.25.04.2003,DELIKSUMBER
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060007,KEDUNGRUKEM,35.25.04,BENJENG,35.25.04.2006,KEDUNGRUKEM
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060008,MUNGGUGIANTI,35.25.04,BENJENG,35.25.04.2013,MUNGGUGIANTI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060009,BENGKELOLOR,35.25.04,BENJENG,35.25.04.2016,BENGKELOLOR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060010,GLURANPLOSO,35.25.04,BENJENG,35.25.04.2017,GURANGPLOSO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060011,BULUREJO,35.25.04,BENJENG,35.25.04.2022,BULUREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060012,DERMO,35.25.04,BENJENG,35.25.04.2019,DERMO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060013,KEDUNGSEKAR,35.25.04,BENJENG,35.25.04.2018,KEDUNGSEKAR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060014,KLAMPOK,35.25.04,BENJENG,35.25.04.2014,KLAMPOK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060015,SIRNOBOYO,35.25.04,BENJENG,35.25.04.2012,SIRNOBOYO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060016,KALIPADANG,35.25.04,BENJENG,35.25.04.2005,KALIPADANG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060017,KARANGANKIDUL,35.25.04,BENJENG,35.25.04.2001,KARANGANKIDUL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060018,MUNGGUGEBANG,35.25.04,BENJENG,35.25.04.2008,MUNGGUGEBANG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060019,BANTER,35.25.04,BENJENG,35.25.04.2011,BANTER
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060020,METATU,35.25.04,BENJENG,35.25.04.2015,METATU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060021,JOGODALU,35.25.04,BENJENG,35.25.04.2020,JOGODALU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060022,PUNDUTTRATE,35.25.04,BENJENG,35.25.04.2023,PUNDUTTRATE
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525060,BENJENG,3525060023,JATIREMBE,35.25.04,BENJENG,35.25.04.2021,JATIREMBE
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080001,KANDANGAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2002,KANDANGAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080002,TUMAPEL,35.25.05,DUDUKSAMPEYAN,35.25.05.2004,TUMAPEL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080003,PANJUNAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2001,PANJUNAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080004,TAMBAKREJO,35.25.05,DUDUKSAMPEYAN,35.25.05.2005,TAMBAKREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080005,SETROHADI,35.25.05,DUDUKSAMPEYAN,35.25.05.2008,SETROHADI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080006,SUMENGKO,35.25.05,DUDUKSAMPEYAN,35.25.05.2010,SUMENGKO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080007,GREDEK,35.25.05,DUDUKSAMPEYAN,35.25.05.2015,GREDEK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080008,SUMARI,35.25.05,DUDUKSAMPEYAN,35.25.05.2017,SUMARI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080009,TIREM,35.25.05,DUDUKSAMPEYAN,35.25.05.2022,TIREM
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080010,AMBENG AMBENG WATANGREJO,35.25.05,DUDUKSAMPEYAN,35.25.05.2023,AMBENG - AMBENG WATANGREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080011,TEBALOAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2021,TEBALOAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080012,SAMIRPLAPAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2018,SAMIRPLAPAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080013,DUDUKSAMPEYAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2014,DUDUKSAMPEYAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080014,PETISBENEM,35.25.05,DUDUKSAMPEYAN,35.25.05.2013,PETISBENEM
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080015,PALEBON,35.25.05,DUDUKSAMPEYAN,35.25.05.2007,PALEBON
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080016,GLANGGANG,35.25.05,DUDUKSAMPEYAN,35.25.05.2006,GLANGGANG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080017,PANDANAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2003,PANDANAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080018,BENDUNGAN,35.25.05,DUDUKSAMPEYAN,35.25.05.2009,BENDUNGAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080019,WADAK LOR,35.25.05,DUDUKSAMPEYAN,35.25.05.2011,WADAK LOR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080020,WADAK KIDUL,35.25.05,DUDUKSAMPEYAN,35.25.05.2012,WADAK KIDUL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080021,KAWISTOWINDU,35.25.05,DUDUKSAMPEYAN,35.25.05.2019,KAWISTOWINDU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080022,KEMUDI,35.25.05,DUDUKSAMPEYAN,35.25.05.2020,KEMUDI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525080,DUDUKSAMPEYAN,3525080023,KRAMAT,35.25.05,DUDUKSAMPEYAN,35.25.05.2016,KRAMAT
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010001,KEDUNGANYAR,35.25.06,WRINGINANOM,35.25.06.2004,KEDUNGANYAR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010002,SUMBERAME,35.25.06,WRINGINANOM,35.25.06.2007,SUMBERAME
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010003,WRINGINANOM,35.25.06,WRINGINANOM,35.25.06.2010,WRINGINANOM
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010004,LEBANISUKO,35.25.06,WRINGINANOM,35.25.06.2012,LEBANISUKO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010005,LEBANIWARAS,35.25.06,WRINGINANOM,35.25.06.2013,LEBANIWARAS
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010006,SUMENGKO,35.25.06,WRINGINANOM,35.25.06.2015,SUMENGKO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010007,PASINAN LEMAHPUTIH,35.25.06,WRINGINANOM,35.25.06.2016,PASINANLEMAHPUTIH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010008,WATESTANJUNG,35.25.06,WRINGINANOM,35.25.06.2014,WATESTANJUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010009,PEDAGANGAN,35.25.06,WRINGINANOM,35.25.06.2011,PEDAGANGAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010010,SEMBUNG,35.25.06,WRINGINANOM,35.25.06.2008,SEMBUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010011,SUMBERWARU,35.25.06,WRINGINANOM,35.25.06.2005,SUMBERWARU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010012,KEPUHKLAGEN,35.25.06,WRINGINANOM,35.25.06.2001,KEPUHKLAGEN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010013,SUMBERGEDE,35.25.06,WRINGINANOM,35.25.06.2002,SUMBERGEDE
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010014,MONDOLUKU,35.25.06,WRINGINANOM,35.25.06.2003,MONDOLUKU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010015,KESAMBENKULON,35.25.06,WRINGINANOM,35.25.06.2006,KESAMBENKULON
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525010,WRINGINANOM,3525010016,SOKO,35.25.06,WRINGINANOM,35.25.06.2009,SOOKO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160001,SEKAPUK,35.25.07,UJUNGPANGKAH,35.25.07.2004,SEKAPUK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160002,BOLO,35.25.07,UJUNGPANGKAH,35.25.07.2009,BOLO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160003,GLATIK,35.25.07,UJUNGPANGKAH,35.25.07.2010,GLATIK
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160004,TANJANGAWAN,35.25.07,UJUNGPANGKAH,35.25.07.2013,TANJANGAWAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160005,KETAPANG LOR,35.25.07,UJUNGPANGKAH,35.25.07.2012,KETAPANGLOR
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160006,KARANGREJO,35.25.07,UJUNGPANGKAH,35.25.07.2011,KARANGREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160007,KEBONAGUNG,35.25.07,UJUNGPANGKAH,35.25.07.2007,KEBONAGUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160008,GOSARI,35.25.07,UJUNGPANGKAH,35.25.07.2005,GOSARI
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160009,CANGAAN,35.25.07,UJUNGPANGKAH,35.25.07.2002,CANGAAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160010,NGEMBOH,35.25.07,UJUNGPANGKAH,35.25.07.2003,NGEMBOH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160011,BANYUURIP,35.25.07,UJUNGPANGKAH,35.25.07.2006,BANYUURIP
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160012,PANGKAH KULON,35.25.07,UJUNGPANGKAH,35.25.07.2001,PANGKAHKULON
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525160,UJUNGPANGKAH,3525160013,PANGKAH WETAN,35.25.07,UJUNGPANGKAH,35.25.07.2008,PANGKAHWETAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030001,MOJOWUKU,35.25.08,KEDAMEAN,35.25.08.2001,MOJOWUKU
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030002,SIDORAHARJO,35.25.08,KEDAMEAN,35.25.08.2003,SIDORAHARJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030003,SLEMPIT,35.25.08,KEDAMEAN,35.25.08.2007,SLEMPIT
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030004,BELAHANREJO,35.25.08,KEDAMEAN,35.25.08.2009,BELAHANREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030005,MENUNGGAL,35.25.08,KEDAMEAN,35.25.08.2010,MENUNGGAL
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030006,BANYUURIP,35.25.08,KEDAMEAN,35.25.08.2013,BANYUURIP
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030007,NGEPUNG,35.25.08,KEDAMEAN,35.25.08.2015,NGEPUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030008,KEDAMEAN,35.25.08,KEDAMEAN,35.25.08.2014,KEDAMEAN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030009,TANJUNG,35.25.08,KEDAMEAN,35.25.08.2011,TANJUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030010,KATIMOHO,35.25.08,KEDAMEAN,35.25.08.2012,KATIMOHO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030011,TURIREJO,35.25.08,KEDAMEAN,35.25.08.2008,TURIREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030012,TULUNG,35.25.08,KEDAMEAN,35.25.08.2004,TULUNG
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030013,GLINDAH,35.25.08,KEDAMEAN,35.25.08.2002,GLINDAH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030014,LAMPAH,35.25.08,KEDAMEAN,35.25.08.2006,LAMPAH
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525030,KEDAMEAN,3525030015,CERMENLEREK,35.25.08,KEDAMEAN,35.25.08.2005,CERMEN
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525130,SIDAYU,3525130001,SUKOREJO,35.25.09,SIDAYU,35.25.09.2001,SUKOREJO
35,JAWA TIMUR,3525,KABUPATEN GRESIK,3525130,SIDAYU,3525130002,LASEM,35.25.09,SIDAYU,35.25.09.2004,LASEM
